Age,Annual Income,Gender,Home Owner,Marital Status,Monthly Billed Amount,Uses Voice Service
24,18086,Female,Yes,Married,110,Yes
24,18086,Female,Yes,Married,110,Yes
27,84339,Female,Yes,Married,81,Yes
27,84339,Female,Yes,Married,81,Yes
19,114509,Female,No,Married,78,No
19,114509,Female,No,Married,78,No
16,37721,Female,No,Married,2,No
16,37721,Female,No,Married,2,No
19,103975,Female,No,Single,93,No
19,103975,Female,No,Single,93,No
35,91469,Male,No,Single,115,No
35,91469,Male,No,Single,115,No
27,121639,Female,Yes,Married,112,Yes
27,121639,Female,Yes,Married,112,Yes
24,44851,Female,Yes,Married,36,No
24,44851,Female,Yes,Married,36,No
30,187893,Female,Yes,Single,83,No
30,187893,Female,Yes,Single,83,No
34,128770,Male,Yes,Single,26,No
34,128770,Male,Yes,Single,26,No
37,195023,Male,Yes,Single,117,No
37,195023,Male,Yes,Single,117,No
37,195023,Male,Yes,Single,117,No
32,41447,Male,Yes,Married,84,No
32,41447,Male,Yes,Married,84,No
39,59112,Male,Yes,Single,103,No
39,59112,Male,Yes,Single,103,No
14,118019,Female,Yes,Single,18,No
14,118019,Female,Yes,Single,18,No
14,118019,Female,Yes,Single,18,No
36,9089,Male,No,Married,73,No
36,9089,Male,No,Married,73,No
17,184272,Female,Yes,Single,109,No
17,184272,Female,Yes,Single,109,No
39,75343,Male,No,Single,44,No
39,75343,Male,No,Single,44,No
31,94979,Male,Yes,Single,55,No
31,94979,Male,Yes,Single,55,No
31,94979,Male,Yes,Single,55,No
71,50332,Female,No,Married,88,No
38,112643,Male,Yes,Single,74,No
38,112643,Male,Yes,Single,74,No
22,114614,Male,Yes,Married,67,No
22,114614,Male,Yes,Married,67,No
14,144784,Female,Yes,Single,63,No
14,144784,Female,Yes,Single,63,No
32,209067,Male,No,Single,42,No
32,209067,Male,No,Single,42,No
14,134250,Male,Yes,Married,78,No
14,134250,Male,Yes,Married,78,No
24,228703,Male,Yes,Married,53,No
24,228703,Male,Yes,Married,53,No
24,228703,Male,Yes,Married,53,No
19,75126,Male,Yes,Married,21,No
19,75126,Male,Yes,Married,21,No
37,139409,Male,Yes,Married,119,No
37,139409,Male,Yes,Married,119,No
23,5468,Male,Yes,Married,99,No
23,5468,Male,Yes,Married,99,No
76,7440,Male,Yes,Married,91,No
76,7440,Male,Yes,Married,91,No
34,89387,Male,Yes,Single,89,No
34,89387,Male,Yes,Single,89,No
28,185810,Male,Yes,Single,56,No
28,185810,Male,Yes,Single,56,No
28,185810,Male,Yes,Single,56,No
14,51870,Male,Yes,Married,36,No
14,51870,Male,Yes,Married,36,No
33,116153,Male,Yes,Single,14,No
33,116153,Male,Yes,Single,14,No
31,39364,Male,Yes,Married,58,No
31,39364,Male,Yes,Married,58,No
31,39364,Male,Yes,Married,58,No
68,167929,Male,No,Single,15,No
68,167929,Male,No,Single,15,No
44,200071,Female,Yes,Single,4,No
44,200071,Female,Yes,Single,4,No
44,200071,Female,Yes,Single,4,No
19,232212,Male,Yes,Married,113,No
19,232212,Male,Yes,Married,113,No
19,232212,Male,Yes,Married,113,No
25,125254,Male,Yes,Single,40,Yes
25,125254,Male,Yes,Single,40,Yes
25,125254,Male,Yes,Single,40,Yes
36,219706,Female,Yes,Married,16,No
36,219706,Female,Yes,Married,16,No
41,112748,Female,Yes,Single,63,No
41,112748,Female,Yes,Single,63,No
39,35960,Female,Yes,Single,106,No
39,35960,Female,Yes,Single,106,No
52,196666,Female,Yes,Single,53,No
52,196666,Female,Yes,Single,53,No
60,203796,Male,Yes,Single,86,No
60,203796,Male,Yes,Single,86,No
13,94867,Male,Yes,Married,21,No
13,94867,Male,Yes,Married,21,No
13,94867,Male,Yes,Married,21,No
18,35744,Male,Yes,Married,84,No
18,35744,Male,Yes,Married,84,No
70,37715,Male,Yes,Single,76,No
70,37715,Male,Yes,Single,76,No
26,42874,Female,Yes,Married,118,No
26,42874,Female,Yes,Married,118,No
67,248227,Male,Yes,Single,31,No
67,248227,Male,Yes,Single,31,No
18,62509,Female,No,Single,9,No
18,62509,Female,No,Single,9,No
39,203580,Female,Yes,Married,64,No
39,203580,Female,Yes,Married,64,No
21,128763,Female,No,Married,100,No
21,128763,Female,No,Married,100,No
64,160904,Male,Yes,Married,89,No
64,160904,Male,Yes,Married,89,No
34,50004,Female,No,Single,32,No
34,50004,Female,No,Single,32,No
34,39469,Female,Yes,Married,46,No
34,39469,Female,Yes,Married,46,No
34,39469,Female,Yes,Married,46,No
26,59105,Female,Yes,Married,58,No
26,59105,Female,Yes,Married,58,No
12,175164,Female,Yes,Single,37,No
12,175164,Female,Yes,Single,37,No
49,64264,Male,Yes,Single,99,No
49,64264,Male,Yes,Single,99,No
17,105506,Female,Yes,Single,115,Yes
17,105506,Female,Yes,Single,115,Yes
16,142807,Female,Yes,Single,25,Yes
16,142807,Female,Yes,Single,25,Yes
13,66019,Female,Yes,Married,69,No
13,66019,Female,Yes,Married,69,No
51,184049,Male,Yes,Married,41,No
51,184049,Male,Yes,Married,41,No
21,73149,Female,Yes,Married,103,No
21,73149,Female,Yes,Married,103,No
40,137431,Male,Yes,Single,81,No
40,137431,Male,Yes,Single,81,No
24,139402,Female,Yes,Single,74,No
24,139402,Female,Yes,Single,74,No
15,169573,Female,Yes,Married,71,No
15,169573,Female,Yes,Married,71,No
50,221350,Male,No,Married,71,No
50,221350,Male,No,Married,71,No
48,134027,Male,Yes,Single,10,No
48,134027,Male,Yes,Single,10,No
15,207635,Male,Yes,Single,116,No
15,207635,Male,Yes,Single,116,No
23,214765,Male,Yes,Single,30,No
23,214765,Male,Yes,Single,30,No
23,214765,Male,Yes,Single,30,No
51,120042,Male,No,Married,68,No
51,120042,Male,No,Married,68,No
49,65084,Female,Yes,Single,97,No
49,65084,Female,Yes,Single,97,No
31,12098,Female,Yes,Single,119,No
31,12098,Female,Yes,Single,119,No
28,207141,Female,Yes,Married,28,No
28,207141,Female,Yes,Married,28,No
26,152183,Male,Yes,Single,57,No
26,152183,Male,Yes,Single,57,No
64,41283,Female,No,Single,119,No
64,41283,Female,No,Single,119,No
76,99197,Male,Yes,Single,79,No
76,99197,Male,Yes,Single,79,No
74,44239,Male,Yes,Married,108,No
74,44239,Male,Yes,Married,108,No
72,239282,Male,Yes,Married,17,Yes
72,239282,Male,Yes,Married,17,Yes
41,128382,Female,No,Single,79,No
41,128382,Female,No,Single,79,No
39,73424,Male,Yes,Single,108,Yes
39,73424,Male,Yes,Single,108,Yes
52,131338,Female,Yes,Single,68,No
52,131338,Female,Yes,Single,68,No
49,76381,Female,Yes,Married,97,No
49,76381,Female,Yes,Married,97,No
47,21423,Male,Yes,Single,6,No
47,21423,Male,Yes,Single,6,No
17,160523,Female,Yes,Single,68,No
17,160523,Female,Yes,Single,68,No
27,163479,Male,No,Married,57,No
27,163479,Male,No,Married,57,No
25,108522,Female,Yes,Single,86,No
25,108522,Female,Yes,Single,86,No
63,247621,Male,Yes,Single,28,No
63,247621,Male,Yes,Single,28,No
63,247621,Male,Yes,Single,28,No
60,192664,Male,Yes,Married,58,No
60,192664,Male,Yes,Married,58,No
58,137707,Female,Yes,Single,87,No
58,137707,Female,Yes,Single,87,No
71,195621,Male,Yes,Single,46,No
71,195621,Male,Yes,Single,46,No
40,84720,Female,No,Single,109,No
40,84720,Female,No,Single,109,No
38,29763,Female,Yes,Married,18,No
38,29763,Female,Yes,Married,18,No
36,224805,Female,Yes,Single,47,No
36,224805,Female,Yes,Single,47,No
46,227762,Female,Yes,Married,36,No
16,116861,Male,Yes,Married,98,No
16,116861,Male,Yes,Married,98,No
14,61904,Male,No,Single,7,No
14,61904,Male,No,Single,7,No
79,6947,Female,Yes,Married,36,No
79,6947,Female,Yes,Married,36,No
77,201989,Female,Yes,Single,65,No
77,201989,Female,Yes,Single,65,No
61,203960,Female,Yes,Married,58,No
61,203960,Female,Yes,Married,58,No
59,149003,Female,Yes,Single,87,No
59,149003,Female,Yes,Single,87,No
59,149003,Female,Yes,Single,87,No
57,94045,Male,Yes,Married,116,No
57,94045,Male,Yes,Married,116,No
55,39088,Male,No,Single,25,No
55,39088,Male,No,Single,25,No
39,41059,Male,Yes,Married,18,Yes
39,41059,Male,Yes,Married,18,Yes
37,236101,Male,Yes,Single,47,No
37,236101,Male,Yes,Single,47,No
37,236101,Male,Yes,Single,47,No
35,181144,Male,Yes,Married,76,No
35,181144,Male,Yes,Married,76,No
32,126187,Female,Yes,Married,105,No
32,126187,Female,Yes,Married,105,No
17,128158,Male,No,Married,98,No
17,128158,Male,No,Married,98,No
17,128158,Male,No,Married,98,No
12,18243,Female,Yes,Single,36,No
12,18243,Female,Yes,Single,36,No
78,213285,Male,Yes,Married,65,No
78,213285,Male,Yes,Married,65,No
60,160299,Male,Yes,Married,87,No
60,160299,Male,Yes,Married,87,No
58,105341,Male,No,Single,116,No
58,105341,Male,No,Single,116,No
56,50384,Female,Yes,Married,25,Yes
56,50384,Female,Yes,Married,25,Yes
54,245427,Female,Yes,Single,55,No
54,245427,Female,Yes,Single,55,No
38,247398,Female,Yes,Married,47,No
38,247398,Female,Yes,Married,47,No
36,192440,Female,Yes,Single,76,No
36,192440,Female,Yes,Single,76,No
36,192440,Female,Yes,Single,76,No
33,137483,Female,Yes,Married,106,No
33,137483,Female,Yes,Married,106,No
31,82525,Male,No,Single,15,No
31,82525,Male,No,Single,15,No
69,221625,Female,Yes,Single,77,No
69,221625,Female,Yes,Single,77,No
13,29539,Male,Yes,Single,36,No
13,29539,Male,Yes,Single,36,No
79,224581,Male,Yes,Married,66,No
79,224581,Male,Yes,Married,66,No
77,169624,Female,Yes,Single,95,No
77,169624,Female,Yes,Single,95,No
75,114666,Female,Yes,Married,4,No
75,114666,Female,Yes,Married,4,No
44,3766,Male,No,Married,66,No
44,3766,Male,No,Married,66,No
57,61680,Female,No,Married,26,No
57,61680,Female,No,Married,26,No
54,6723,Male,Yes,Single,55,No
54,6723,Male,Yes,Single,55,No
52,201765,Male,Yes,Married,84,No
52,201765,Male,Yes,Married,84,No
22,90865,Female,Yes,Married,26,No
22,90865,Female,Yes,Married,26,No
22,90865,Female,Yes,Married,26,No
20,35907,Female,Yes,Single,55,No
20,35907,Female,Yes,Single,55,No
30,38864,Female,No,Married,44,No
30,38864,Female,No,Married,44,No
30,38864,Female,No,Married,44,No
68,177963,Male,Yes,Married,106,No
68,177963,Male,Yes,Married,106,No
68,177963,Male,Yes,Married,106,No
63,68049,Female,Yes,Married,44,No
63,68049,Female,Yes,Married,44,No
76,125963,Male,No,Single,4,Yes
76,125963,Male,No,Single,4,Yes
73,71005,Male,Yes,Married,33,No
73,71005,Male,Yes,Married,33,No
43,210105,Female,No,Single,95,No
43,210105,Female,No,Single,95,No
41,155147,Male,Yes,Single,5,No
41,155147,Male,Yes,Single,5,No
39,100190,Male,Yes,Married,34,No
39,100190,Male,Yes,Married,34,No
51,158104,Female,Yes,Married,113,No
51,158104,Female,Yes,Married,113,No
51,158104,Female,Yes,Married,113,No
21,47203,Male,No,Married,55,No
21,47203,Male,No,Married,55,No
18,242246,Female,Yes,Single,85,No
18,242246,Female,Yes,Single,85,No
16,187289,Female,No,Married,114,No
16,187289,Female,No,Married,114,No
14,132331,Female,Yes,Single,23,No
14,132331,Female,Yes,Single,23,No
66,134302,Female,Yes,Married,15,No
66,134302,Female,Yes,Married,15,No
64,79345,Female,Yes,Single,45,No
64,79345,Female,Yes,Single,45,No
64,79345,Female,Yes,Single,45,No
62,24387,Male,No,Married,74,No
62,24387,Male,No,Married,74,No
44,221401,Male,Yes,Married,96,No
44,221401,Male,Yes,Married,96,No
42,166443,Male,Yes,Single,5,No
42,166443,Male,Yes,Single,5,No
40,111486,Female,Yes,Married,34,Yes
40,111486,Female,Yes,Married,34,Yes
35,1571,Male,No,Married,92,No
35,1571,Male,No,Married,92,No
19,3542,Female,No,Single,85,No
19,3542,Female,No,Single,85,No
17,198585,Male,Yes,Married,114,No
17,198585,Male,Yes,Married,114,No
15,143627,Male,Yes,Single,23,No
15,143627,Male,Yes,Single,23,No
13,88670,Male,Yes,Married,52,No
13,88670,Male,Yes,Married,52,No
65,90641,Male,Yes,Single,45,No
65,90641,Male,Yes,Single,45,No
63,35683,Male,Yes,Married,74,No
63,35683,Male,Yes,Married,74,No
59,175769,Female,Yes,Married,12,No
59,175769,Female,Yes,Married,12,No
59,175769,Female,Yes,Married,12,No
43,177740,Female,Yes,Single,5,Yes
43,177740,Female,Yes,Single,5,Yes
40,122782,Female,Yes,Married,34,No
40,122782,Female,Yes,Married,34,No
40,122782,Female,Yes,Married,34,No
36,12867,Male,Yes,Single,92,No
36,12867,Male,Yes,Single,92,No
36,12867,Male,Yes,Single,92,No
18,209881,Male,Yes,Married,114,No
18,209881,Male,Yes,Married,114,No
14,99966,Female,Yes,Single,52,No
14,99966,Female,Yes,Single,52,No
12,45008,Female,Yes,Married,82,No
12,45008,Female,Yes,Married,82,No
12,45008,Female,Yes,Married,82,No
49,184108,Male,Yes,Married,24,No
49,184108,Male,Yes,Married,24,No
62,242022,Female,Yes,Married,103,No
62,242022,Female,Yes,Married,103,No
57,132107,Male,Yes,Married,42,No
57,132107,Male,Yes,Married,42,No
25,216249,Male,No,Single,13,No
25,216249,Male,No,Single,13,No
70,53348,Female,Yes,Single,93,No
70,53348,Female,Yes,Single,93,No
68,248391,Female,Yes,Married,2,No
68,248391,Female,Yes,Married,2,No
13,56305,Male,Yes,Married,82,No
13,56305,Male,Yes,Married,82,No
50,195404,Female,No,Married,24,No
50,195404,Female,No,Married,24,No
48,140447,Female,Yes,Single,53,No
48,140447,Female,Yes,Single,53,No
46,85489,Male,Yes,Married,82,No
44,30532,Male,Yes,Single,111,Yes
44,30532,Male,Yes,Single,111,Yes
28,32503,Male,Yes,Married,104,No
28,32503,Male,Yes,Married,104,No
23,172588,Female,No,Married,42,Yes
23,172588,Female,No,Married,42,Yes
21,117631,Female,Yes,Single,71,No
21,117631,Female,Yes,Single,71,No
73,119602,Female,Yes,Married,64,No
73,119602,Female,Yes,Married,64,No
73,119602,Female,Yes,Married,64,No
71,64644,Female,Yes,Single,93,No
71,64644,Female,Yes,Single,93,No
69,9687,Male,Yes,Married,2,No
69,9687,Male,Yes,Married,2,No
67,204729,Male,Yes,Single,31,No
67,204729,Male,Yes,Single,31,No
51,206700,Male,Yes,Married,24,No
51,206700,Male,Yes,Married,24,No
51,206700,Male,Yes,Married,24,No
49,151743,Male,Yes,Single,53,No
49,151743,Male,Yes,Single,53,No
49,151743,Male,Yes,Single,53,No
47,96785,Female,Yes,Married,82,No
47,96785,Female,Yes,Married,82,No
45,41828,Female,Yes,Single,112,No
45,41828,Female,Yes,Single,112,No
42,236871,Female,Yes,Single,21,No
42,236871,Female,Yes,Single,21,No
42,236871,Female,Yes,Single,21,No
27,238842,Female,No,Single,13,Yes
27,238842,Female,No,Single,13,Yes
24,183884,Female,Yes,Married,42,No
24,183884,Female,Yes,Married,42,No
22,128927,Male,Yes,Married,72,No
22,128927,Male,Yes,Married,72,No
20,73969,Male,Yes,Single,101,No
20,73969,Male,Yes,Single,101,No
72,75940,Male,Yes,Single,93,No
72,75940,Male,Yes,Single,93,No
68,216025,Female,No,Married,32,No
66,161068,Female,Yes,Single,61,No
66,161068,Female,Yes,Single,61,No
35,50168,Male,Yes,Single,3,No
35,50168,Male,Yes,Single,3,No
35,50168,Male,Yes,Single,3,No
48,108082,Female,Yes,Single,83,No
48,108082,Female,Yes,Single,83,No
43,248167,Male,Yes,Single,21,Yes
43,248167,Male,Yes,Single,21,Yes
41,193209,Male,No,Married,50,No
41,193209,Male,No,Married,50,No
79,82309,Female,Yes,Married,112,Yes
79,82309,Female,Yes,Married,112,Yes
23,140223,Male,Yes,Married,72,No
23,140223,Male,Yes,Married,72,No
19,30308,Female,Yes,Married,10,No
19,30308,Female,Yes,Married,10,No
56,169408,Male,Yes,Married,72,No
56,169408,Male,Yes,Married,72,No
54,114450,Female,No,Single,101,No
54,114450,Female,No,Single,101,No
67,172364,Male,No,Single,61,No
67,172364,Male,No,Single,61,No
64,117407,Male,Yes,Married,90,No
64,117407,Male,Yes,Married,90,No
64,117407,Male,Yes,Married,90,No
34,6506,Female,Yes,Married,32,No
34,6506,Female,Yes,Married,32,No
32,201549,Male,Yes,Single,61,No
32,201549,Male,Yes,Single,61,No
30,146591,Male,Yes,Married,91,No
30,146591,Male,Yes,Married,91,No
42,204505,Female,Yes,Married,50,No
42,204505,Female,Yes,Married,50,No
40,149548,Female,No,Single,79,No
40,149548,Female,No,Single,79,No
73,178733,Female,Yes,Single,80,No
73,178733,Female,Yes,Single,80,No
17,236647,Male,No,Married,39,No
17,236647,Male,No,Married,39,No
15,181689,Female,Yes,Single,69,No
53,70789,Male,No,Married,11,No
53,70789,Male,No,Married,11,No
51,15831,Male,Yes,Married,40,No
51,15831,Male,Yes,Married,40,No
49,210874,Female,Yes,Single,69,No
49,210874,Female,Yes,Single,69,No
61,18788,Male,Yes,Single,29,No
61,18788,Male,Yes,Single,29,No
31,157887,Female,No,Single,91,No
31,157887,Female,No,Single,91,No
28,102930,Female,Yes,Married,0,No
28,102930,Female,Yes,Married,0,No
26,47973,Female,No,Single,29,No
26,47973,Female,No,Single,29,No
24,243015,Male,Yes,Married,58,No
24,243015,Male,Yes,Married,58,No
76,244986,Female,Yes,Single,51,No
76,244986,Female,Yes,Single,51,No
74,190029,Male,Yes,Married,80,No
74,190029,Male,Yes,Married,80,No
74,190029,Male,Yes,Married,80,No
72,135071,Male,No,Single,109,No
72,135071,Male,No,Single,109,No
70,80114,Female,Yes,Married,18,No
70,80114,Female,Yes,Married,18,No
54,82085,Male,Yes,Single,11,No
54,82085,Male,Yes,Single,11,No
52,27127,Female,Yes,Married,40,No
52,27127,Female,Yes,Married,40,No
50,222170,Female,Yes,Single,69,No
50,222170,Female,Yes,Single,69,No
47,167213,Male,Yes,Married,98,No
47,167213,Male,Yes,Married,98,No
31,169184,Female,Yes,Single,91,No
31,169184,Female,Yes,Single,91,No
29,114226,Male,No,Married,0,No
29,114226,Male,No,Married,0,No
29,114226,Male,No,Married,0,No
23,199354,Female,Yes,Single,88,No
23,199354,Female,Yes,Single,88,No
75,201325,Female,Yes,Married,80,No
75,201325,Female,Yes,Married,80,No
73,146367,Female,Yes,Single,109,No
73,146367,Female,Yes,Single,109,No
71,91410,Female,No,Married,18,No
71,91410,Female,No,Married,18,No
68,36453,Male,Yes,Single,48,No
53,38424,Female,Yes,Married,40,No
53,38424,Female,Yes,Married,40,No
50,233466,Male,Yes,Single,69,No
50,233466,Male,Yes,Single,69,No
48,178509,Male,Yes,Married,99,No
48,178509,Male,Yes,Married,99,No
46,123551,Female,Yes,Married,8,No
46,123551,Female,Yes,Married,8,No
46,123551,Female,Yes,Married,8,No
28,70565,Female,Yes,Single,29,No
28,70565,Female,Yes,Single,29,No
26,15607,Female,Yes,Single,59,No
26,15607,Female,Yes,Single,59,No
24,210650,Male,Yes,Married,88,No
24,210650,Male,Yes,Married,88,No
59,44792,Female,Yes,Single,59,No
59,44792,Female,Yes,Single,59,No
59,44792,Female,Yes,Single,59,No
72,102706,Male,Yes,Single,19,No
72,102706,Male,Yes,Single,19,No
69,47749,Male,Yes,Married,48,No
69,47749,Male,Yes,Married,48,No
67,242791,Female,Yes,Single,77,No
67,242791,Female,Yes,Single,77,No
67,242791,Female,Yes,Single,77,No
47,134847,Female,No,Married,8,Yes
47,134847,Female,No,Married,8,Yes
45,79890,Male,Yes,Single,37,No
45,79890,Male,Yes,Single,37,No
14,218990,Female,Yes,Single,99,No
14,218990,Female,Yes,Single,99,No
12,164032,Female,Yes,Married,8,No
12,164032,Female,Yes,Married,8,No
22,166989,Female,Yes,Single,117,No
22,166989,Female,Yes,Single,117,No
60,56088,Male,No,Single,59,No
60,56088,Male,No,Single,59,No
58,1131,Male,Yes,Married,88,No
58,1131,Male,Yes,Married,88,No
56,196173,Male,Yes,Single,118,No
56,196173,Male,Yes,Single,118,No
54,141216,Female,Yes,Married,27,No
54,141216,Female,Yes,Married,27,No
36,88230,Female,Yes,Married,48,No
36,88230,Female,Yes,Married,48,No
33,33272,Female,No,Single,78,No
33,33272,Female,No,Single,78,No
33,33272,Female,No,Single,78,No
31,228315,Male,Yes,Married,107,No
31,228315,Male,Yes,Married,107,No
29,173357,Male,Yes,Single,16,No
29,173357,Male,Yes,Single,16,No
13,175328,Male,Yes,Married,8,No
13,175328,Male,Yes,Married,8,No
79,120371,Male,Yes,Single,38,Yes
79,120371,Male,Yes,Single,38,Yes
77,65413,Female,Yes,Married,67,No
77,65413,Female,Yes,Married,67,No
77,65413,Female,Yes,Married,67,No
75,10456,Female,No,Married,96,No
75,10456,Female,No,Married,96,No
59,12427,Female,Yes,Married,89,No
59,12427,Female,Yes,Married,89,No
57,207469,Female,Yes,Single,118,No
57,207469,Female,Yes,Single,118,No
54,152512,Female,Yes,Single,27,No
54,152512,Female,Yes,Single,27,No
52,97555,Male,Yes,Married,56,No
52,97555,Male,Yes,Married,56,No
36,99526,Female,No,Married,49,No
36,99526,Female,No,Married,49,No
34,44568,Male,Yes,Married,78,No
34,44568,Male,Yes,Married,78,No
32,239611,Male,Yes,Single,107,No
32,239611,Male,Yes,Single,107,No
32,239611,Male,Yes,Single,107,No
30,184653,Female,Yes,Married,16,No
30,184653,Female,Yes,Married,16,No
14,186624,Male,Yes,Single,9,Yes
14,186624,Male,Yes,Single,9,Yes
14,186624,Male,Yes,Single,9,Yes
78,76709,Female,No,Single,67,No
78,76709,Female,No,Single,67,No
78,76709,Female,No,Single,67,No
76,21752,Male,Yes,Married,96,No
76,21752,Male,Yes,Married,96,No
45,160852,Female,Yes,Married,38,No
45,160852,Female,Yes,Married,38,No
45,160852,Female,Yes,Married,38,No
58,218766,Male,Yes,Married,118,No
58,218766,Male,Yes,Married,118,No
55,163808,Male,Yes,Single,27,No
55,163808,Male,Yes,Single,27,No
53,108851,Female,Yes,Married,56,No
53,108851,Female,Yes,Married,56,No
53,108851,Female,Yes,Married,56,No
51,53893,Female,No,Single,85,No
51,53893,Female,No,Single,85,No
33,907,Female,Yes,Single,107,No
33,907,Female,Yes,Single,107,No
33,907,Female,Yes,Single,107,No
31,195949,Female,Yes,Married,16,Yes
31,195949,Female,Yes,Married,16,Yes
29,140992,Male,Yes,Single,45,No
29,140992,Male,Yes,Single,45,No
66,30092,Female,Yes,Single,108,No
66,30092,Female,Yes,Single,108,No
64,225134,Female,No,Married,17,No
64,225134,Female,No,Married,17,No
76,33048,Male,No,Married,96,No
76,33048,Male,No,Married,96,No
74,228091,Female,Yes,Single,5,No
74,228091,Female,Yes,Single,5,No
44,117190,Male,Yes,Single,68,No
44,117190,Male,Yes,Single,68,No
42,62233,Male,Yes,Married,97,No
42,62233,Male,Yes,Married,97,No
40,7275,Female,Yes,Single,6,No
40,7275,Female,Yes,Single,6,No
52,65189,Male,Yes,Single,86,No
52,65189,Male,Yes,Single,86,No
22,204289,Female,No,Single,28,No
22,204289,Female,No,Single,28,No
19,149332,Female,Yes,Married,57,No
19,149332,Female,Yes,Married,57,No
17,94374,Female,Yes,Single,86,No
17,94374,Female,Yes,Single,86,No
15,39417,Male,Yes,Single,115,No
15,39417,Male,Yes,Single,115,No
67,41388,Female,No,Single,108,No
67,41388,Female,No,Single,108,No
65,236430,Male,Yes,Married,17,No
65,236430,Male,Yes,Married,17,No
63,181473,Male,No,Married,46,Yes
63,181473,Male,No,Married,46,Yes
45,128486,Male,Yes,Single,68,No
45,128486,Male,Yes,Single,68,No
43,73529,Female,Yes,Single,97,No
43,73529,Female,Yes,Single,97,No
41,18572,Female,No,Married,6,No
41,18572,Female,No,Married,6,No
38,213614,Male,Yes,Single,35,No
38,213614,Male,Yes,Single,35,No
20,160628,Male,Yes,Single,57,No
20,160628,Male,Yes,Single,57,No
18,105670,Male,Yes,Married,86,No
18,105670,Male,Yes,Married,86,No
16,50713,Male,Yes,Single,115,No
16,50713,Male,Yes,Single,115,No
14,245755,Female,No,Married,24,No
14,245755,Female,No,Married,24,No
66,247726,Male,No,Single,17,Yes
66,247726,Male,No,Single,17,Yes
64,192769,Female,Yes,Married,46,No
64,192769,Female,Yes,Married,46,No
62,137811,Female,Yes,Single,75,No
62,137811,Female,Yes,Single,75,No
62,137811,Female,Yes,Single,75,No
59,82854,Male,Yes,Married,105,No
59,82854,Male,Yes,Married,105,No
57,27897,Male,Yes,Single,14,No
57,27897,Male,Yes,Single,14,No
57,27897,Male,Yes,Single,14,No
41,29868,Male,Yes,Married,6,No
39,224910,Male,No,Single,35,No
39,224910,Male,No,Single,35,No
37,169953,Female,Yes,Married,65,No
37,169953,Female,Yes,Married,65,No
35,114995,Female,Yes,Single,94,No
35,114995,Female,Yes,Single,94,No
19,116966,Female,Yes,Married,86,No
19,116966,Female,Yes,Married,86,No
17,62009,Female,Yes,Single,115,No
17,62009,Female,Yes,Single,115,No
15,7051,Female,Yes,Married,25,Yes
15,7051,Female,Yes,Married,25,Yes
50,91194,Female,Yes,Single,116,No
50,91194,Female,Yes,Single,116,No
63,149108,Male,Yes,Single,76,No
63,149108,Male,Yes,Single,76,No
58,39193,Female,Yes,Single,14,No
58,39193,Female,Yes,Single,14,No
28,178292,Male,Yes,Single,76,No
28,178292,Male,Yes,Single,76,No
28,178292,Male,Yes,Single,76,No
26,123335,Male,No,Married,105,No
26,123335,Male,No,Married,105,No
38,181249,Female,Yes,Married,65,No
38,181249,Female,Yes,Married,65,No
36,126291,Male,Yes,Married,94,No
36,126291,Male,Yes,Married,94,No
34,71334,Male,Yes,Single,3,No
34,71334,Male,Yes,Single,3,No
71,210434,Female,No,Single,65,No
71,210434,Female,No,Single,65,No
69,155476,Female,Yes,Married,94,No
69,155476,Female,Yes,Married,94,No
13,213390,Female,Yes,Married,54,No
13,213390,Female,Yes,Married,54,No
79,158433,Female,Yes,Single,83,No
79,158433,Female,Yes,Single,83,No
49,47532,Male,Yes,Single,25,No
49,47532,Male,Yes,Single,25,No
47,242575,Male,Yes,Married,54,Yes
47,242575,Male,Yes,Married,54,Yes
45,187617,Female,No,Single,84,No
45,187617,Female,No,Single,84,No
57,245531,Male,No,Single,43,No
57,245531,Male,No,Single,43,No
55,190574,Male,Yes,Married,72,No
55,190574,Male,Yes,Married,72,No
55,190574,Male,Yes,Married,72,No
24,79674,Female,Yes,Married,14,No
24,79674,Female,Yes,Married,14,No
22,24716,Male,Yes,Single,44,No
22,24716,Male,Yes,Single,44,No
20,219759,Male,Yes,Married,73,No
20,219759,Male,Yes,Married,73,No
70,166772,Male,No,Married,95,No
70,166772,Male,No,Married,95,No
70,166772,Male,No,Married,95,No
68,111815,Female,Yes,Single,4,No
68,111815,Female,Yes,Single,4,No
66,56857,Female,Yes,Married,33,No
66,56857,Female,Yes,Married,33,No
64,1900,Female,Yes,Single,62,Yes
64,1900,Female,Yes,Single,62,Yes
48,3871,Female,Yes,Married,55,No
48,3871,Female,Yes,Married,55,No
45,198914,Female,Yes,Single,84,No
45,198914,Female,Yes,Single,84,No
43,143956,Male,No,Married,113,No
43,143956,Male,No,Married,113,No
41,88999,Male,Yes,Single,22,No
41,88999,Male,Yes,Single,22,No
23,36012,Male,Yes,Single,44,No
23,36012,Male,Yes,Single,44,No
21,231055,Female,Yes,Married,73,No
21,231055,Female,Yes,Married,73,No
19,176097,Female,Yes,Single,102,No
19,176097,Female,Yes,Single,102,No
17,121140,Male,No,Single,11,No
17,121140,Male,No,Single,11,No
69,123111,Female,Yes,Single,4,No
69,123111,Female,Yes,Single,4,No
67,68154,Male,Yes,Married,33,Yes
67,68154,Male,Yes,Married,33,Yes
64,13196,Male,Yes,Married,62,No
64,13196,Male,Yes,Married,62,No
62,208239,Male,Yes,Single,91,No
